No.,Bangla Emails,Label
6598,সিকিউরিটি সুবিধার জন্য আপনার ইমেইল পাসওয়ার্ড রিসেট করুন।,2
6599,সিকিউরিটি সুবিধার জন্য আপনার ইমেইল পাসওয়ার্ড রিসেট করুন।,2
6600,সিঙ্গেল লাইফে বোর হচ্ছেন! খুজে নিন আপনার মনের মত পার্টনার -  ,1
6601,"সিটি আলো নিবেদিত ""আলোর মেলা ২০২২""",4
6602,সিটি আলো নিয়ে এলো ‘সিটি ইসলামিক',4
6603,সিটি ব্যাংক সেবাপক্ষ ২০২২,0
6604,"সিটি ব্যাংকের লোন নিন মিনিটেই বিকাশ অ্যাপেঃ: https://bka.sh/apploansms
",3
6605,সিনিয়র প্রোগ্রামার এবং আরও অনেক কিছু করার জন্য ক্যারিয়ারের পথ,5
6606,সিনেমা রাতের জন্য দ্বিধা ভোজন!,2
6607,"সিফাত কথোপকথনে একটি বার্তা পাঠিয়েছে ""CSE 4th Batch Section (B)""৷",5
6608,"সিফাত কথোপকথনে একটি বার্তা পাঠিয়েছে ""CSE 4th Batch Section (B)""৷",5
6609,সীমাহীন আপস্কিলিংয়ের মাধ্যমে আপনার দক্ষতা বৃদ্ধি করুন,0
6610,সীমাহীন জ্ঞানের অ্যাক্সেস পান - অফার 24 ঘন্টার মধ্যে শেষ হয়৷,0
6611,সীমাহীন শিক্ষা থেকে আপনার মাত্র এক ধাপ দূরে,2
6612,সীমাহীন শিক্ষা থেকে আপনার মাত্র এক ধাপ দূরে!,2
6613,সীমাহীন শিক্ষা থেকে আপনার মাত্র এক ধাপ দূরে!,2
6614,সীমাহীন শিক্ষা থেকে আপনার মাত্র এক ধাপ দূরে!,2
6615,সীমাহীন শিক্ষায় আপনার অ্যাক্সেস পান- 20% অতিরিক্ত ছাড় (2 দিনের মধ্যে শেষ হয়),0
6616,সীমাহীন শিক্ষায় আপনার অ্যাক্সেস পান- 20% অতিরিক্ত ছাড় (2 দিনের মধ্যে শেষ হয়),2
6617,সীমাহীন শিক্ষার উপর 30% অতিরিক্ত ছাড়- 24 ঘন্টার মধ্যে শেষ হয়,2
6618,"সীমিত অফার! মাত্র ১৮টাকায় ১জিবি (৩০০ এমবি+৭২৪ এমবি বোনাস)-৩দিন, পেতে রিচার্জ ১৮টাকা বা ডায়াল *১২১*২১৮#",4
6619,"সীমিত অফার! মাত্র ১৮টাকায় ১জিবি (৩০০ এমবি+৭২৪ এমবি বোনাস)-৩দিন, পেতে রিচার্জ ১৮টাকা বা ডায়াল *১২১*২১৮#",1
6620,"সীমিত অফার! মাত্র ১৮টাকায় ১জিবি (৩০০ এমবি+৭২৪ এমবি বোনাস)-৩দিন, পেতে রিচার্জ ১৮টাকা বা ডায়াল *১২১*২১৮#",1
6621,"সীমিত অফার! মাত্র ১৮টাকায় ১জিবি (৩০০ এমবি+৭২৪ এমবি বোনাস)-৩দিন, পেতে রিচার্জ ১৮টাকা বা ডায়াল *১২১*২১৮#",1
6622,"সীমিত আসনে নার্সিং এ ভর্তির সুযোগঃ ৫০০০/- মিডওয়াইফারীঃ সুপ্রিম-টাংগাইলঃ 01735214440,01736951698 মহানগর-ঢাকাঃ 01718113387,01404024445 ১০০০০/- ডিপ্লোমা ভর্তি মিলেনিয়াম-ঢাকাঃ 01723419164,01752773299",4
6623,সীমিত সময়ের জন্য আমরা এককালীন ফি-তে DICTELO অফার করছি https://speechelo.com/dictelo-বিজ্ঞাপন/,4
6624,সীমিত সময়ের জন্য আমরা এককালীন ফি-তে DICTELO অফার করছি https://speechelo.com/dictelo-বিজ্ঞাপন/,4
6625,"সীমিত সময়ের জন্য অফার! NCL10 কোর্ডটি ব্যবহার করে 10% ছাড়ে কিনুন আপনাদের পছন্দের যে কোনো পন্য	H
অফার! অফার! অফার! আপনি পাচ্ছেন সর্বোচ্চ ৮০% পর্যন্ত ছাড়। বিস্তারিত জানতে নিচের লিংকে ক্লিক করুন।	S
অভিনন্দন, আপনি আমাদের কম্পানির পক্ষ থেকে দেয়া লটারিতে বিজয়ী হয়েছেন। আপনি পাচ্ছেন একটি  Laptop । পণ্যটি নিতে নিচের QR কোড টি স্ক্যান করুন ।	S
",1
6626,"সীমিত সময়ের জন্য অফার! NCL10 কোর্ডটি ব্যবহার করে 10% ছাড়ে কিনুন আপনাদের পছন্দের যে কোনো পন্য	প্রাসঙ্গিক
20 সিনিয়র সেভিংস ৫০উর্ধ্বদের জন্য এখানে ক্লিক করুনঃ বিস্তারিত জানার জন্য	প্রাসঙ্গিক
সুখবর! আপনাদের জন্য আবার ও নিয়ে আসলাম ধামাকা অফার। ২রা মে এর মধ্যে ভর্তি হলেই পাবেন ৩০% ছাড়।	প্রাসঙ্গিক
হ্যালো প্রোগ্রামার, আমরা আনন্দের সাথে জানাচ্ছি যে, আপনাদের বহুল প্রতিক্ষীত কোডিং প্রতিযোগিতা শুরু হতে যাচ্ছে। রেজিষ্ট্রেশন করতে নিচের লিংকে ক্লিক করুন।	প্রাসঙ্গিক
প্রিয় মিজান, ইউনিভার্সিটি অফ গ্লোবাল ভিলেজ দিচ্ছে ৭০% ওয়েভারে যে কোনো বিষয় বি. এস. সি. করার সুযোগ।	প্রাসঙ্গিক
হ্যালো, মিজান! আমরা আপনার Facebook পাসওয়ার্ড রিসেট করার জন্য একটি অনুরোধ পেয়েছি। পাসওয়ার্ড পরিবর্তন করতে এই লিঙ্কটি ব্যবহার করুন	প্রাসঙ্গিক
আপনার প্রিয় রমজানে ফুডপান্ডায় ৫০% ছাড়? আরও জানতে ট্যাপ করুন!	বিজ্ঞাপন
৩০% ছাড়!!! দারাজ এ প্রথম কেনাকাটায় পাচ্ছেন ৩০% ছাড়!	বিজ্ঞাপন
সুবর্ন সুযোগ! ৩০% ছাড়!!!আমাদের অনলাইন ফিন্যান্স ট্রেনিং এ যোগ দিন এখনই	বিজ্ঞাপন
“টোল প্লাজা অতিক্রমে ফাস্ট ট্র্যাক বা দ্রুতগতির লেন ব্যবহার করলে নির্ধারিত টোল হতে ১০% ছাড় দিচ্ছে সরকার”-সড়ক পরিবহন ও মহাসড়ক বিভাগ	বিজ্ঞাপন
বঙ্গমাতা বেগম ফজিলাতুন নেছা মুজিব এঁর ৯২তম জন্মবার্ষিকী ও পদক প্রদান অনুষ্ঠান আগামী ০৮/০৮/২০২২ তারিখ সকাল ১০.০০ টায় ডিজিটাল পদ্ধতিতে টেলিভিশন/অনলাইনে উপভোগ করুন”-মহিলা ও শিশু বিষয়ক মন্ত্রণালয়।	বিজ্ঞাপন
থেকে: S@ifur's বরিশাল প্রিয় ছাত্র, আমাদের স্পোকেন ইংলিশ ফ্রি ক্লাস আজ (15 জানুয়ারী) শনিবার সন্ধ্যা 7 টায় অনুষ্ঠিত হবে। আপনাকে আপনার বন্ধুদের সাথে ক্লাসে উপস্থিত হওয়ার জন্য আমন্ত্রণ জানানো হচ্ছে। ক্লাসটি পরিচালনা করবেন কথ্য বিশেষজ্ঞ মাসুদ রানা স্যার। এস@ইফুর বরিশাল শাখা সেল: 01772968913	বিজ্ঞাপন
১জিবি-৩দিন মাত্র ১৮টাকায় পেতে রিচার্জ /ডায়াল *১২১*১৮# সীমিত অফার!	বিজ্ঞাপন
Ookla স্বীকৃত দেশের ফাস্টেস্ট মোবাইল নেটওয়ার্কে আপনাকে স্বাগত।	বিজ্ঞাপন
কী কী বিষয় শিখলে আমি পরিপূর্ণ একজন ওয়েব ডেভেলপার হতে পারবো?	হাল নাগাদ
প্রিয় গ্রাহক 10420rahman, আপনার লাইন 17/07/22 তারিখে মেয়াদউত্তীর্ণ হবে। বিকাশের (01794147373) পে-বিল থেকে অনুগ্রহ করে পরিশোধ করুন।	গুরুত্বপূর্ণ
প্রিয় OBL গ্রাহক, আপনার A/C 0642***4277-এর 30-Jun-2022 তারিখে ক্লোজিং ব্যালেন্স হল 899.99 টাকা। যেকোনো প্রশ্নের জন্য 16269 নম্বরে কল করুন। ONE BANK LTD.	গুরুত্বপূর্ণ
DSHE তথ্য: আবেদনকৃত পদ: অফিস সহকারী কাম কম্পিউটার টাইপিস্ট। ইউজার আইডি: RCTPCKODNW, পাসওয়ার্ড: KWBFOAQG। ADMIT CARD পাওয়া যাচ্ছে http://dshe.teletalk.com.bd-এ	গুরুত্বপূর্ণ
আপনার ডিভাইস যাচাই করুন	গুরুত্বপূর্ণ
কোভিড-১৯ ভ্যাকসিনঃ মোঃ মিজানুর রহমান, ৩য় ডোজ গ্রহণের তারিখঃ ০৩-০৪-২০২২, কেন্দ্রঃপুলিশ হাসপাতাল, বরিশাল(টিকা কার্ড ডাউনলোড করে সঙ্গে নিয়ে আসতে হবে)	গুরুত্বপূর্ণ
প্রিয় প্রার্থী আপনাকে চূড়ান্ত সাক্ষাৎকারের জন্য নির্বাচিত করা হয়েছে। অনুগ্রহ করে আগামীকাল 9:30 টায় একই ভেন্যুতে আসুন। ধন্যবাদ ওয়ালটন	গুরুত্বপূর্ণ
প্রিয় গ্রাহক, আপনার পণ্যটি ডেলিভারির জন্য প্রস্তুত (SR No. 0503226203 )। সার্ভিস নিয়ে আপনার অভিজ্ঞতা জানাতে:https://waltonbd.com/service-feedback-bn?serviceNo=0503226203। প্রয়োজনে: 16267/08000016267 (টোল ফ্রি) - CSM	গুরুত্বপূর্ণ
প্রনয় কান্তি রায় গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন বিভাগ বি তথ্য""।",3
6627,সীমিত সুযোগ. তারাতারি কর!,0
6628,"সুইস ব্যাংকে অর্থ জমাকারীদের তথ্য চাওয়া হয়েছিল কি না, জানতে চান হাইকোর্ট",1
6629,সুখবর! আপনাদের জন্য আবার ও নিয়ে আসলাম ধামাকা অফার। ২রা মে এর মধ্যে ভর্তি হলেই পাবেন ৩০% ছাড়।,0
6630,সুখবর! আপনাদের জন্য আবার ও নিয়ে আসলাম ধামাকা অফার। ২রা মে এর মধ্যে ভর্তি হলেই পাবেন ৩০% ছাড়।,0
6631,সুখবর! আপনাদের জন্য আবার ও নিয়ে আসলাম ধামাকা অফার। ২রা মে এর মধ্যে ভর্তি হলেই পাবেন ৩০% ছাড়।,0
6632,সুখবর! আপনাদের জন্য আবার ও নিয়ে আসলাম ধামাকা অফার। ২রা মে এর মধ্যে ভর্তি হলেই পাবেন ৩০% ছাড়।,0
6633,সুখবর! আপনাদের জন্য আবার ও নিয়ে আসলাম ধামাকা অফার। ২রা মে এর মধ্যে ভর্তি হলেই পাবেন ৩০% ছাড়।,1
6634,"সুখবর! নতুন একটি গ্রামীণফোন সেন্টার এখন রুপাতলিতে। গ্রামীণফোনের সকল সেবা পেতে চলে আসুন আলহাজ্ব মোবারক আলী মোল্লা মার্কেট, রূপাতলী বাস স্ট্যান্ড, বরিশাল।",4
6635,"সুখবর! নতুন একটি গ্রামীণফোন সেন্টার এখন রুপাতলিতে। গ্রামীণফোনের সকল সেবা পেতে চলে আসুন আলহাজ্ব মোবারক আলী মোল্লা মার্কেট, রূপাতলী বাস স্ট্যান্ড, বরিশাল।",4
6636,"সুখবর! নতুন একটি গ্রামীণফোন সেন্টার এখন রুপাতলিতে। গ্রামীণফোনের সকল সেবা পেতে চলে আসুন আলহাজ্ব মোবারক আলী মোল্লা মার্কেট, রূপাতলী বাস স্ট্যান্ড, বরিশাল।",4
6637,সুগার ড্যাডি-এর মানে কী?,1
6638,সুন্দর মানুষ বিষাক্ত হতে পারে?,5
6639,সুপার 100 ওয়েব ডেভ বান্ডেল- একটি সম্পূর্ণ সমাধান,2
6640,সুপার 100 ওয়েব ডেভ বান্ডেল চালু হয়েছে- লিমিটেড সময়ের জন্য 30% অতিরিক্ত ছাড়,0
6641,সুপার 100 ওয়েব ডেভ বান্ডেল চালু হয়েছে- লিমিটেড সময়ের জন্য 30% অতিরিক্ত ছাড়,2
6642,সুপার 100 বান্ডেল সহ মাস্টার ওয়েব ডেভ (লিমিটেড সময়ের জন্য অতিরিক্ত 30% ছাড়,2
6643,সুপার 100 বান্ডেল সহ মাস্টার ওয়েব ডেভ (লিমিটেড সময়ের জন্য অতিরিক্ত 30% ছাড়),0
6644,সুপার ওয়েব বান্ডেল- আপনার সমস্ত ওয়েব ডেভ কোয়েরির 1 সমাধান,2
6645,সুবর্ণ জয়ন্তী মেলা 2022,3
6646,সুবর্ণজয়ন্তী অনলাইন কুইজ ইমেইল ভেরিফিকেশন,3
6647,সুবর্ণজয়ন্তী অনলাইন কুইজ ইমেইল ভেরিফিকেশন,2
6648,সুবর্ণজয়ন্তী অনলাইন কুইজ ইমেইল ভেরিফিকেশন,2
6649,সুবর্ণজয়ন্তী অনলাইন কুইজ প্রতিযোগিতায় “গ্রুপ গ” তে নিবন্ধনের জন্য আপনাকে ধন্যবাদ। আপনার অ‌্যাকাউন্টটি সচল করার জন্য আমাদের আপনার ইমেলটি নিশ্চিত করতে হবে। আপনার ইমেল ঠিকানাটি নিশ্চিত করতে এবং ডিজিটাল বাংলাদেশ দিবস ২০২১ অনলাইন কুইজ প্রতিযোগিতায় অংশ নিতে নীচের বাটনে ক্লিক করুন।,3
6650,সুবর্ন সুযোগ! ৩০% ছাড়!!!আমাদের অনলাইন ফিন্যান্স ট্রেনিং এ যোগ দিন এখনই,0
6651,সুমাইয়া আক্তার লিজা তোমাকে মেসেজ পাঠিয়েছে।,5
6652,"সুমাইয়া ইসলাম কথোপকথনে একটি বার্তা পাঠান ""দুর্জ্য (বি)।""",5
6653,সুমাইয়া জারা তোমাকে মেসেজ পাঠিয়েছে।,5
6654,"সুমি আক্তার রুসা গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছে ""নোটিস অফ ম্যানেজমেন্ট (2k 17-18)""।",5
6655,সুযোগ এবং অর্থ আপনি অনুপস্থিত,2
6656,"সুরাইয়া ইসলাম ,আর মাত্র ১০টি আসন বাকি আছে! অতএব দেরি না করে নিচের লিঙ্ক  গিয়ে এখন ভর্তি  হয়ে যান, ডিসকাউত্ন পেতে নীচের কোর্ট টি লিখুন   ",1
6657,"সুস্থ থাকার কার্যকারী টিপস পেতে ""Your Health"" এর সাথে থাকুন।",1
6658,সুস্থতাই হোক নতুন বছরের কামনা❤️ শুভ নববর্ষ ১৪২৭🎉,4
6659,সুস্থতাই হোক নতুন বছরের কামনা❤️️ শুভ নববর্ষ ১৪২৭🎉,1
6660,"সুস্থতাই হোক নতুন বছরের কামনা❤️️ শুভ নববর্ষ ১৪২৭🎉
",4
6661,"সেই তো বন্ধু, যে জীবনজুড়ে পাশে থাকে, সবসময় এগিয়ে রাখে। সবাইকে জানাই বন্ধু দিবসের শুভেচ্ছা।",0
6662,সেইলরে ফ্ল্যাশ সেল অফারে ১১জুন পর্যন্ত ৩০%ছাড় ও বিকাশে ১০%ক্যাশব্যাক,1
6663,সেকেন্ডের মধ্যে স্বয়ংক্রিয় কোর্স অনুমোদিত সাইট তৈরি করুন,1
6664,সেকেন্ডের মধ্যে স্বয়ংক্রিয় কোর্স অনুমোদিত সাইট তৈরি করুন,1
6665,সেপ্টেম্বর রেস্টুরেন্ট ডিল এবং ডিসকাউন্ট!,4
6666,সেবার মান আরো উন্নত করার জন্য রয়েছে অভিযো বক্স।,1
6667,"সেবার মানোন্নয়নের জন্য ২২ জুলাই ব্র্যাক ব্যাংক ডেবিট কার্ড, আস্থা ও এটিএম সেবা বন্ধ থাকবে।",2
6668,"সেবার মানোন্নয়নের জন্য ২২ জুলাই ব্র্যাক ব্যাংক ডেবিট কার্ড, আস্থা ও এটিএম সেবা বন্ধ থাকবে।",2
6669,সেরা Blockchain app অ্যাপের জন্য $100k,1
6670,সেরা IELTS বইগুলির একটি পর্যালোচনা,2
6671,"সেরা অফার মেগা  ডিলসে ! দারাজ Shopamania উপলক্ষে স্মার্টটিভি, ক্যামেরা, ইউ পি এস সহ অন্যান্য প্রয়োজনীয় প্রোডাক্টে পাচ্ছেন ১২,০০০ টাকা পর্যন্ত মূল্যছাড় ! ",4
6672,সেরা অফার! বিকাশ অ্যাপ থেকে ১০ টাকা রিচার্জে ১৫ টাকা ক্যাশব্যাক। TCA,4
6673,"সেরা কোর্স- 1 @ $5, 2 @$7, 3+ অতিরিক্ত 30% ছাড়ে",4
6674,সেরা গ্যাজেট ডিল,1
6675,সেরা দামে বেস্টসেলিং ই-ডিগ্রী! 48 ঘন্টা বাকি,2
6676,সেরা দামে বেস্টসেলিং ই-ডিগ্রী! 48 ঘন্টা বাকি,2
6677,সেরা প্রযুক্তিগত দক্ষতা নিয়ে আপনার কর্মজীবনে এগিয়ে যান,4
6678,সেরা বিক্রেতার 50% পর্যন্ত ছাড়,4
6679,সেরা মুদির ডিল খুঁজছেন? এখানে আলতো চাপুন!,4
6680,সেরা মুদির ডিল খুঁজছেন? এখানে আলতো চাপুন!,4
6681,সেল! সেল!সেল! চলছে Daraz Mall Fest🎉যেখানে পাবেন অথেন্‌টিক ও ব্র্যান্ডের সব পণ্য,2
6682,সেলার সেন্টার পাসওয়ার্ড সম্পর্কিত জরুরি বিজ্ঞপ্তি!,3
6683,সেলার সেন্টার পাসওয়ার্ড সম্পর্কিত জরুরি বিজ্ঞপ্তি!,3
6684,"সেহরি ও ইফতারে নিরাপদ ও সুষম খাবার গ্রহণ করুন। অস্বাস্থ্যকর ও অতিরিক্ত ভাজা-পোড়া খাবার পরিহার করুন- বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।",0
6685,"সৈয়দ মাহফুজুর রহমান শিফাত গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""(CSE-508 | CSE-509) ফল্ট টোল...",5
6686,"সৈয়দ মাহফুজুর রহমান শিফাত গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""SUM22IELC-102.4.3""।",5
6687,"সৈয়দ মাহফুজুর রহমান শিফাত গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""SUM22IELC-102.4.3""।",5
6688,"সৈয়দ মাহফুজুর রহমান শিফাত গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""VLSI Design (CSE-411)""।",5
6689,"সৈয়দ রকিবুর রহমান গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""বরিশালস্থ বরগুনা জেলা ছাত্র পরিষদ""।",5
6690,সৈয়দা অপ্সরী মিথিলা sent you a message.,5
6691,সৈয়দা অপ্সরী মিথিলা আপনাকে একটি বার্তা পাঠিয়েছে।,5
6692,সোনা খানের আমন্ত্রণ আপনার প্রতিক্রিয়ার জন্য অপেক্ষা করছে,5
6693,সোনালী ব্যাংক থেকে যদি আপনি লোন গ্রহণ করেন তাহলে আপনার জন্য ১০% সুদে লোন নেবার সুবর্ণ সুযোগ,0
6694,সোনিয়া সুলতানা তোমাকে মেসেজ পাঠিয়েছে।,5
6695,"সোম, ২২ মার্চ, ২০২১ তারিখে ১১:১৪ PM টায় তারিখে Md. Tariqul Islam <tariqulnwu@gmail.com> লিখেছেন:",3
6696,সোললার্নে স্বাগতম,2
6697,সৌর চালিত ঘূর্ণায়মান স্ট্রবেরি টাওয়ার,4
6698,"সৌরভ হালদার গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছিলেন ""দুর্জয়",5
6699,"সৌরভ হালদার গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""Durjoy💞🌼""।",5
6700,স্কুলে ফিরিয়ে আনতে সাহায্য করুন ✏️,4
6701,স্কুলের সহপাঠীকে তার বিয়ের প্রস্তাব প্রত্যাখ্যান করার পর তাকে হত্যা করা আবেশী ছাত্রীকে মৃত্যুদণ্ড দেওয়া হয়,0
6702,স্কেলে নির্মাণের জন্য প্রস্তুত হন,4
6703,স্ক্র্যাচ থেকে একটি তন্দুর তৈরি করা,3
6704,স্ক্র্যাচ থেকে একটি তন্দুর তৈরি করা,4
6705,স্টার ওয়ার্স ওয়াম্পা ফাক্স ট্যাক্সিডার্মি মাউন্ট,2
6706,স্টার ট্রেক টিএনজি মিনি ইঞ্জিনিয়ারিং কম্পিউটার,4
6707,স্টোরেজ সহ কংক্রিট ইউএসবি চার্জিং হাব,4
6708,স্ট্যান্ড আউট আপনার প্রোফাইলে প্রশংসাপত্র যোগ করুন,2
6709,"স্ট্রিমিং চলুক ননস্টপ দেশজুড়ে 4G নেটওয়ার্কে, স্ট্রিমিং চলুক ননস্টপ! এখনই আকর্ষণীয় ইন্টারনেট প্যাক কিনতে ক্লিক",0
6710,"স্ট্রিমিং চলুক ননস্টপ দেশজুড়ে 4G নেটওয়ার্কে, স্ট্রিমিং চলুক ননস্টপ! এখনই আকর্ষণীয় ইন্টারনেট প্যাক কিনতে ক্লিক",0
6711,"স্ট্রিমিং চলুক ননস্টপ, দেশজুড়ে 5G নেটওয়ার্কে, স্ট্রিমিং চলুক ননস্টপ! এখনই আকর্ষণীয় ইন্টারনেট প্যাক কিনতে ক্লিক করুন।",0
6712,স্নিগ্ধা জাহান মুন্নি তোমাকে মেসেজ পাঠিয়েছে।,5
6713,স্নিগ্ধা জাহান মুন্নি তোমাকে মেসেজ পাঠিয়েছে।,5
6714,স্ন্যাকস ছাড়া একটি দিন কি? বিরক্তিকর!,4
6715,স্ন্যাকস ছাড়া একটি দিন কি? বিরক্তিকর!,4
6716,"স্ন্যাক্স, ড্রিংকস অথবা প্রয়োজনীয় গ্রোসারি বেঁছে নিন",2
6717,স্ন্যাপচ্যাটে স্বাগতম 👻 চলুন শুরু করা যাক!,2
6718,স্ন্যাপচ্যাটে স্বাগতম!,3
6719,"স্পট এডমিশন @ক্যামব্রিয়ান স্কুল এন্ড কলেজ ৫জুন হোটেল গ্রান্ড পার্ক, বরিশাল হোষ্টেল ও বৃর্ত্তি সুবিধাসহ প্লে-দ্বাদশ শ্রেণীতে বাংলা ও ইংরেজি মাধ্যমে ভর্তির সুযোগ ফ্রি রেজিঃ shorturl.at/aoA25",3
6720,স্পিন করুন এবং আইফোন জিতুন ।,1
6721,স্পিনিং পেপারক্রাফ্ট কিউব গ্লোব,4
6722,স্পোর্টস সংযোগ ফ্রিল্যান্স লেখকের জন্য নিয়োগ করছে। মার্কিন যুক্তরাষ্ট্রে আরও 1টি ফ্রিল্যান্স চাকরি।,2
6723,স্প্রিং মেকিং/ওয়্যার বেন্ডিং মেশিন,4
6724,স্ব-জল বড় প্ল্যান্টার,4
6725,স্ব-জল বড় প্ল্যান্টার,2
6726,স্ব-জলদানকারী গ্রুট রোপণকারী,0
6727,স্ব-জলযুক্ত গ্রুট প্ল্যান্টার,3
6728,স্বপ্ন সম্পর্কিত মজার তথ্য ,4
6729,"স্বপ্নগুলো সত্যি হোক,সকল আশা পূরন হোক।
ঈদ মোবারক
AJR GROUP",0
6730,"স্বর্ণা পল কথোপকথনে একটি বার্তা পাঠিয়েছেন ""দুর্জয় (বি)।""",5
6731,"স্বর্না নন্দী ✏️আপনি কি ""গাড়ি ভাঙার শিল্পে লীন ফিলোসফির অভিযোজন"" লিখেছেন?",3
6732,স্বাচ্ছন্দ্যে উপস্থাপন করুন,0
6733,স্বাধীনতা অফার 😱 শুধুমাত্র পরবর্তী 24 ঘন্টার জন্য,2
6734,স্বাধীনতা দিবসে ২৬% ছাড়! ,4
6735,স্বাধীনতা দিবসে ২৬% ছাড়! ,1
6736,স্বাধীনতা দিবসে ২৬% ছাড়! ,2
6737,স্বাধীনতা দিবসে ২৬% ছাড়! 🇧🇩,4
6738,স্বাধীনতা দিবসে ২৬% ছাড়! 🇧🇩,4
6739,স্বাধীনতা দিবসে ২৬% ছাড়! 🇧🇩,1
6740,স্বাভাবিক ভাষা প্রক্রিয়াকরণ এর কয়েকটি খুবই গুরুত্বপূর্ণ ধাপ সম্পর্কে বিস্তারিত জানতে আমাদের ওয়েবসাইটটি ভিজিট করুন,0
6741,স্বামীদের নিয়ে গোয়েন্দাগিরির কাহিনী দেখুন জীফাইভে cutt.ly/SKg5Nru,1
6742,স্বাস্থ্য অধিদপ্তরঃ সুস্থ থাকতে প্রতিদিনের খাদ্যতালিকায় সুষম খাদ্য রাখুন।,0
6743,স্বাস্থ্য বীমা পেতে ডায়াল *28477*100#,4
6744,স্বাস্থ্য বীমা পেতে ডায়াল *28477*100#,1
6745,"স্বাস্থ্যকর খাবারের টেমপ্লেট  - স্বাস্থ্যকর রেসিপি, রান্নাঘরের সরবরাহ এবং জিনিসপত্র",1
6746,"স্বাস্থ্যকর খাবারের টেমপ্লেট  - স্বাস্থ্যকর রেসিপি, রান্নাঘরের সরবরাহ এবং জিনিসপত্র",1
6747,স্বাস্থ্যরক্ষার টিপস পেতে ভিজিট করুণ নীচের লিংক এ ,1
6748,স্মার্ট টিভি জেতার জন্য রেডি? ,1
6749,স্মার্ট টিভি জেতার জন্য রেডি? 🏆,4
6750,স্মার্ট টিভি জেতার জন্য রেডি? 🏆,4
6751,স্মার্টফোন জিততে চান?,0
6752,স্মার্টফোন জিততে চান? 🏏,1
6753,স্মার্টফোন জিতার সুবর্ণ সুযোগ! সহজ প্রশ্নের উত্তর দিয়ে,0
6754,"স্মার্টফোন জিতার সুবর্ণ সুযোগ! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩২,৫৯৯ টাকার Ultra HD 4K ক্যামেরার স্মার্টফোন Samsung Galaxy M33 5",1
6755,"স্মার্টফোন জিতার সুবর্ণ সুযোগ! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩২,৫৯৯ টাকার Ultra HD 4K ক্যামেরার স্মার্টফোন Samsung Galaxy M33 5G,ডায়াল করুন *213*23422#, মাত্র ৳২.৬৭/দিন/প্রশ্ন",4
6756,স্মার্টফোন থেকে ডিজিটাল মাইক্রোস্কোপ রূপান্তর,4
6757,"স্যার ,
আপনি আমাদের এই পণ্য ক্রয় করার জন্য ৫০০ টাকা পেমেন্ট করলেই ৩০% ডিসকাউন্ট পাচ্ছেন।",1
6758,"স্যার ,আপনি আমাদের এই পণ্য ক্রয় করার জন্য ৫০০ টাকা প্রি-পেমেন্ট করলেই ৩০% ডিসকাউন্ট পাচ্ছেন।",1
6759,"স্যার ,আপনি আমাদের এই পণ্য ক্রয় করার জন্য এখন ৫০০ টাকা পেমেন্ট করলেই ৩০% ডিসকাউন্ট পাচ্ছেন।",1
6760,"স্যার, আপনার মেইলের জন্য অপেক্ষা করছি।",0
6761,"স্যার, আমাদের দারাজ কর্মী আপনার সাথে যোগাযোগ করার অনেক চেষ্টা করেছে। আপনি ফ্রী হলে নিম্নোক্ত নাম্বারে যোগাযোগ করবেন প্লিজ।",0
6762,"স্যার, এইটা আমার নতুন বিজনেস পেজ। একবার ঘুরে আসার অনুরোধ রইল।🙂 https://www.facebook.com/Greenlybd.com.bd",4
6763,"স্লো ইন্টারনেট আর নয়, ৩জি থেকে ৪জি-তে আসার এখনই সময়! সাথে ৫জিবি ইন্টারনেট একদম ফ্রি। রিপ্লেসমেন্ট করতে চলে আসুন গ্রামীণফোন সিম রিপ্লেসমেন্ট পয়েন্ট এ",3
6764,"স্লো ইন্টারনেট আর নয়, ৩জি থেকে ৪জি-তে আসার এখনই সময়! সাথে ৫জিবি ইন্টারনেট একদম ফ্রি। রিপ্লেসমেন্ট করতে চলে আসুন গ্রামীণফোন সিম রিপ্লেসমেন্ট পয়েন্ট এ",1
6765,হ! এটা পুরস্কার বৃষ্টি!,4
6766,হইচই : রক্তের টান কখনো ভুলে যাওয়া যায় না,1
6767,হক্ক ঢাকা'স মাথা নষ্ট অফার!,2
6768,"হযে যাবার জন্য ""হয মিডিয়া"" তে যোগাযোগ করুন। ",2
6769,"হলের মুভি মাইজিপিতে!বুবলীর নতুন মুভি ""তালাশ"" দেখতে ক্লিক mygp.li/ta
mygp.grameenphone.com",4
